nama_jalan;kecamatan;kelurahan;lat_centroid;lng_centroid;fungsi_jalan;panjang_m;lebar_m;competitor_cafe;competitor_fnb;competitor_laundry;competitor_gym;competitor_fashion;competitor_stationery;competitor_carwash;competitor_photostudio;competitor_barbershop;competitor_salon;competitor_bengkel;competitor_elektronik;demand_university;demand_college;demand_school;demand_office;demand_mall;demand_hospital;transit_bus_stop;transit_bus_station;transit_train_station;transit_public_transport;total_poi_asli;bobot_fungsi;traffic_score;transit_score;total_poi_imputed;total_poi;density_cafe;log_traffic;ratio_bengkel;poi_akademik;poi_komersial;poi_score_cafe;comp_ratio_cafe;poi_score_laundry;comp_ratio_laundry;poi_score_stationery;comp_ratio_stationery;poi_score_photostudio;comp_ratio_photostudio;poi_score_barbershop;comp_ratio_barbershop;poi_score_fnb;comp_ratio_fnb;poi_score_gym;comp_ratio_gym;poi_score_salon;comp_ratio_salon;poi_score_elektronik;comp_ratio_elektronik;poi_score_fashion;comp_ratio_fashion;poi_score_bengkel;comp_ratio_bengkel;poi_score_carwash;comp_ratio_carwash;total_competitor
Jl. Ki Mangunsarkoro;Semarang Tengah;Brumbungan;-6,985020958;110,4283158;Kolektor Sekunder;1812,02;6;0,693147181;2,197224577;0,693147181;0,693147181;1,098612289;1,098612289;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;1,098612289;0;0;0,693147181;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;11;2;9,987150162;2,772588722;28;17,96971069;0,551870288;9,987150162;4,59871E-05;0,693147181;2,772588722;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,660576691;0,693147181;0,818767782;0,693147181;0,818767782;2,772588722;0,433593052;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,660576691;2,772588722;0,660576691;2,772588722;0,818767782;2,772588722;0,818767782;11,03823889
Jl. Kokrosono;Semarang Tengah;Bulu Lor;-6,972880514;110,4017277;Kolektor Sekunder;3048,13;5,5;0,693147181;1,098612289;0,693147181;0,693147181;1,098612289;1,098612289;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;1,098612289;0;0;0,693147181;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;0;2;10,42020866;2,772588722;22;16,8710984;0,328069997;10,42020866;2,98237E-05;0,693147181;2,772588722;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,660576691;0,693147181;0,818767782;0,693147181;0,818767782;2,772588722;0,660576691;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,660576691;2,772588722;0,660576691;2,772588722;0,818767782;2,772588722;0,818767782;9,939626599
Jl. Kol. Sugiyono;Semarang Tengah;Pandansari;-6,969961544;110,4237324;Kolektor Sekunder;632,08;15;0,693147181;1,098612289;0,693147181;0,693147181;1,098612289;1,098612289;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;1,098612289;0;0;0,693147181;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;0;2;9,850266085;2,772588722;22;16,8710984;1,582078218;9,850266085;5,27332E-05;0,693147181;2,772588722;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,660576691;0,693147181;0,818767782;0,693147181;0,818767782;2,772588722;0,660576691;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,660576691;2,772588722;0,660576691;2,772588722;0,818767782;2,772588722;0,818767782;9,939626599
Jl. Letjen Suprapto;Semarang Tengah;Tanjungmas;-6,96795538;110,4280673;Arteri Sekunder;669,99;15;1,098612289;0,693147181;0,693147181;0;1,098612289;0;0;0;0,693147181;0,693147181;0,693147181;0,693147181;0;0;1,098612289;1,386294361;0;1,098612289;1,386294361;0,693147181;0;1,609437912;8;3;10,31395844;4,382026635;25;18,01053269;2,985119181;10,31395844;3,31669E-05;1,098612289;5,257495372;1,098612289;1,046989284;1,098612289;1,297716231;1,098612289;2,197224577;1,098612289;2,197224577;1,098612289;1,297716231;5,257495372;1,297716231;5,257495372;2,197224577;5,257495372;1,297716231;5,257495372;1,297716231;5,257495372;1,046989284;5,257495372;1,297716231;5,257495372;2,197224577;6,356107661
Jl. Mayjend. D.I. Panjaitan;Semarang Tengah;Brumbungan;-6,98546624;110,4246046;Kolektor Sekunder;1549,47;15;0,693147181;0,693147181;0,693147181;0,693147181;1,098612289;1,098612289;0,693147181;0,693147181;0,693147181;1,098612289;0,693147181;1,098612289;0;0;0,693147181;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;5;2;10,74688711;2,772588722;22;16,8710984;0,645381969;10,74688711;2,15123E-05;0,693147181;2,772588722;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,660576691;0,693147181;0,818767782;0,693147181;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,660576691;2,772588722;0,660576691;2,772588722;0,660576691;2,772588722;0,818767782;2,772588722;0,818767782;9,939626599
Jl. Mayjend. Sutoyo Siswomiharjo;Semarang Tengah;Brumbungan;-6,985647796;110,4246114;Kolektor Sekunder;1551,34;15;0,693147181;0,693147181;0,693147181;0,693147181;1,098612289;1,098612289;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;1,098612289;0;0;0,693147181;0,693147181;0;1,098612289;0,693147181;0,693147181;0;0,693147181;4;2;10,74809322;2,772588722;22;16,8710984;0,64460402;10,74809322;2,14863E-05;0,693147181;3,17805383;0,693147181;1,058242006;0,693147181;1,058242006;0,693147181;0,853782987;0,693147181;1,058242006;0,693147181;1,058242006;3,17805383;1,058242006;3,17805383;1,058242006;3,17805383;1,058242006;3,17805383;0,853782987;3,17805383;0,853782987;3,17805383;1,058242006;3,17805383;1,058242006;9,534161491
Jl. Melati Selatan;Semarang Tengah;Brumbungan;-6,983160228;110,4228557;Kolektor Sekunder;225,95;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7,905589131;0;0;0;0;7,905589131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Melati Timur;Semarang Tengah;Brumbungan;-6,982704544;110,4237639;Kolektor Sekunder;156,7;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7,53977146;0;0;0;0;7,53977146;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Melati Utara;Semarang Tengah;Brumbungan;-6,982614025;110,4227339;Kolektor Sekunder;220,89;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7,88294868;0;0;0;0;7,88294868;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. MH. Thamrin;Semarang Tengah;Miroto;-6,98267054;110,4169382;Kolektor Sekunder;1089,96;10;0,693147181;0,693147181;0,693147181;0,693147181;1,098612289;1,098612289;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;1,098612289;0;0;0,693147181;1,098612289;0;0,693147181;0,693147181;0,693147181;0;0,693147181;3;2;9,989674423;2,772588722;22;16,8710984;0,917464861;9,989674423;4,58711E-05;0,693147181;3,988984047;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,660576691;0,693147181;0,818767782;0,693147181;0,818767782;3,988984047;0,818767782;3,988984047;0,818767782;3,988984047;0,818767782;3,988984047;0,660576691;3,988984047;0,660576691;3,988984047;0,818767782;3,988984047;0,818767782;9,534161491
Jl. Moch. Suyudi;Semarang Tengah;Miroto;-6,982651986;110,4195968;Kolektor Sekunder;462,18;7;0,693147181;1,098612289;0,693147181;0,693147181;1,098612289;1,098612289;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;1,098612289;0;0;0,693147181;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;0;2;8,77516629;2,772588722;22;16,8710984;2,16365918;8,77516629;0,000154523;0,693147181;2,772588722;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,660576691;0,693147181;0,818767782;0,693147181;0,818767782;2,772588722;0,660576691;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,660576691;2,772588722;0,660576691;2,772588722;0,818767782;2,772588722;0,818767782;9,939626599
Jl. Pandanaran 1;Semarang Tengah;Pekunden;-6,987217079;110,4200071;Kolektor Sekunder;305,89;5,5;0;0;0;0;0;0;0;0;0;0,693147181;0;0;0;0;0;0;0;0;0;0;0;0;1;2;8,121417984;0;1;0,693147181;0;8,121417984;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,693147181
Jl. Pandanaran 2;Semarang Tengah;Mugassari;-6,990873371;110,4206516;Kolektor Sekunder;544,12;12;0,693147181;1,098612289;0,693147181;0,693147181;1,098612289;1,098612289;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;1,098612289;0;0;1,098612289;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;2;2;9,477300214;2,772588722;23;17,27656351;1,83782989;9,477300214;7,65704E-05;1,098612289;2,772588722;1,098612289;1,058242006;1,098612289;1,058242006;1,098612289;0,853782987;1,098612289;1,058242006;1,098612289;1,058242006;2,772588722;0,853782987;2,772588722;1,058242006;2,772588722;1,058242006;2,772588722;0,853782987;2,772588722;0,853782987;2,772588722;1,058242006;2,772588722;1,058242006;9,939626599
Jl. Pasar Baru;Semarang Tengah;Kranggan;-6,974993012;110,4258926;Lokal Primer;76,19;3,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5,589736199;0;0;0;0;5,589736199;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Pedamaran;Semarang Tengah;Kauman;-6,973860383;110,4251263;Kolektor Sekunder;397,81;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;8,065730217;0;0;0;0;8,065730217;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Pekojan;Semarang Tengah;Purwodinatan;-6,972747744;110,4280587;Kolektor Sekunder;425,18;6;0,693147181;1,609437912;0,693147181;0,693147181;1,098612289;1,098612289;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;1,098612289;0;0;1,098612289;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;8;2;8,537615235;2,772588722;25;17,78738914;2,351945059;8,537615235;0,000195957;1,098612289;2,772588722;1,098612289;1,058242006;1,098612289;1,058242006;1,098612289;0,853782987;1,098612289;1,058242006;1,098612289;1,058242006;2,772588722;0,686645756;2,772588722;1,058242006;2,772588722;1,058242006;2,772588722;0,853782987;2,772588722;0,853782987;2,772588722;1,058242006;2,772588722;1,058242006;10,45045222
Jl. Pekunden;Semarang Tengah;Pekunden;-6,98494039;110,4142551;Kolektor Sekunder;357,49;4,5;0,693147181;1,386294361;0;0;0;0;0;0;0;0;0;1,098612289;0;0;0;0,693147181;0;0;0;0;0;0;7;2;8,076642728;0;7;3,871201011;2,797281043;8,076642728;0;0;2,079441542;0;0;0;0;0;0;0;0;0;0;2,079441542;0;2,079441542;0;2,079441542;0;2,079441542;0;2,079441542;0;2,079441542;0;2,079441542;0;3,17805383
Jl. Pekunden Tengah;Semarang Tengah;Miroto;-6,985341866;110,4158896;Kolektor Sekunder;387,85;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;8,040382446;0;0;0;0;8,040382446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Pekunden Timur;Semarang Tengah;Pekunden;-6,987414636;110,4201759;Lokal Primer;633,16;4;0;0;0;0;0;0;0;0;0;0,693147181;0;0;0;0;0,693147181;0,693147181;0;0;0;0;0;0;3;1;7,837412283;0;3;2,079441542;0;7,837412283;0;0,693147181;2,079441542;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;2,079441542;0,693147181;2,079441542;0,693147181;2,079441542;0,409383891;2,079441542;0,693147181;2,079441542;0,693147181;2,079441542;0,693147181;2,079441542;0,693147181;0,693147181
Jl. Pemuda;Semarang Tengah;Pandansari;-6,976767125;110,416985;Arteri Sekunder;2756,46;20;1,098612289;0,693147181;0,693147181;0;1,098612289;0;0;0;0,693147181;0,693147181;0,693147181;0,693147181;0;0;1,098612289;1,386294361;1,386294361;1,098612289;1,609437912;0,693147181;0;1,791759469;16;3;12,01605314;4,787491743;30;20,20775727;0,725568301;12,01605314;6,04637E-06;1,098612289;8,030084094;1,098612289;1,046989284;1,098612289;1,297716231;1,098612289;2,197224577;1,098612289;2,197224577;1,098612289;1,297716231;8,030084094;1,297716231;8,030084094;2,197224577;8,030084094;1,297716231;8,030084094;1,297716231;8,030084094;1,046989284;8,030084094;1,297716231;8,030084094;2,197224577;6,356107661
Jl. Petolongan;Semarang Tengah;Purwodinatan;-6,972562788;110,4296536;Kolektor Sekunder;326,08;4;0;0,693147181;0;0;1,098612289;0,693147181;0;0;0;0;0;0;0;0;1,098612289;0;0;0;0;0;0;0;6;2;7,86696756;0;6;3,583518938;0;7,86696756;0;1,098612289;0;1,098612289;1,098612289;1,098612289;1,098612289;1,098612289;0,648858115;1,098612289;1,098612289;1,098612289;1,098612289;0;0,648858115;0;1,098612289;0;1,098612289;0;1,098612289;0;0,523494642;0;1,098612289;0;1,098612289;2,48490665
Jl. Petudungan;Semarang Tengah;Purwodinatan;-6,974405001;110,429751;Kolektor Sekunder;319,94;5;0;1,386294361;0;0;0;0;0;0;0;0;0;0,693147181;0;0;0;0;0;0;0;0;0;0;4;2;8,071031081;0;4;2,079441542;0;8,071031081;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,079441542
Jl. Plampitan;Semarang Tengah;Kranggan;-6,977460032;110,4231082;Kolektor Sekunder;359,88;7;0,693147181;0,693147181;0,693147181;0,693147181;1,098612289;1,098612289;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;1,098612289;0;0;0,693147181;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;2;2;8,525026431;2,772588722;21;16,4656333;2,778704012;8,525026431;0,000198439;0,693147181;2,772588722;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,660576691;0,693147181;0,818767782;0,693147181;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,660576691;2,772588722;0,660576691;2,772588722;0,818767782;2,772588722;0,818767782;9,534161491
Jl. Pringgading;Semarang Tengah;Jagalan;-6,983187968;110,4302538;Kolektor Sekunder;285,97;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7,958821629;0;0;0;0;7,958821629;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Pungkuran;Semarang Tengah;Kauman;-6,974823278;110,4241007;Kolektor Sekunder;110,59;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7,009318594;0;0;0;0;7,009318594;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Sadewa 3;Semarang Tengah;Pendrikan Lor;-6,978057544;110,4101748;Kolektor Sekunder;46,49;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;5,634575294;0;0;0;0;5,634575294;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Saidan;Semarang Tengah;Pandansari;-6,975427205;110,4172283;Lokal Primer;226,08;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6,808288472;0;0;0;0;6,808288472;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Sebandaran;Semarang Tengah;Gabahan;-6,978712309;110,4266859;Kolektor Sekunder;139,91;4;0;1,098612289;0;0;0;0;0;0;0;0;1,098612289;0;0;0;0;0;0;0;0;0;0;0;4;2;7,021333933;0;4;2,197224577;0;7,021333933;0,001785268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,197224577
Jl. Seroja 1;Semarang Tengah;Karangkidul;-6,988698237;110,4277679;Kolektor Sekunder;235,39;3,5;0;0,693147181;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;7,407760574;0;1;0,693147181;0;7,407760574;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,693147181
Jl. Seroja Dalam;Semarang Tengah;Karangkidul;-6,990469895;110,4272069;Kolektor Sekunder;346,15;3,5;0;0;0;0;0;0;0;0;0;0;0;0;0,693147181;0;0;0;0;0;0;0;0;0;1;2;7,793194974;0;1;0,693147181;0;7,793194974;0;2,079441542;0;2,079441542;0;2,079441542;0;2,079441542;0;2,079441542;0;2,079441542;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Seroja Selatan;Semarang Tengah;Karangkidul;-6,990877669;110,4269648;Lokal Primer;568,3;3,5;0;0;0;0;0;0;0;0;0;0,693147181;0;0;0,693147181;0;0,693147181;1,098612289;0;0;0;0;0;0;5;1;7,595915043;0;5;3,17805383;0;7,595915043;0;2,772588722;3,295836866;2,772588722;0,693147181;2,772588722;0,693147181;2,772588722;0,693147181;2,772588722;0,693147181;2,772588722;0,693147181;3,295836866;0,693147181;3,295836866;0,693147181;3,295836866;0,409383891;3,295836866;0,693147181;3,295836866;0,693147181;3,295836866;0,693147181;3,295836866;0,693147181;0,693147181
Jl. Seroja Timur;Semarang Tengah;Karangkidul;-6,989269024;110,4286182;Kolektor Sekunder;598,76;3,5;0,693147181;0,693147181;0,693147181;0,693147181;1,098612289;1,098612289;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;1,098612289;0;0;0,693147181;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;1;2;8,341009559;2,772588722;21;16,4656333;1,670118244;8,341009559;0,000238531;0,693147181;2,772588722;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,660576691;0,693147181;0,818767782;0,693147181;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,660576691;2,772588722;0,660576691;2,772588722;0,818767782;2,772588722;0,818767782;9,534161491
Jl. Seteran Barat;Semarang Tengah;Miroto;-6,983930398;110,4197212;Kolektor Sekunder;280,98;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,693147181;0;0,693147181;0;0;0;0;2;2;7,430635948;0;2;1,386294361;0;7,430635948;0;0;2,772588722;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;2,772588722;0,693147181;2,772588722;0,693147181;2,772588722;0,693147181;2,772588722;0,693147181;2,772588722;0,693147181;2,772588722;0,693147181;2,772588722;0,693147181;0
Jl. Seteran Dalam;Semarang Tengah;Miroto;-6,984433709;110,4215837;Kolektor Sekunder;102,81;3;0;0;0;0;0;0;0;0;0;0;0;0;0,693147181;0;0;0;0;0;0;0;0;0;1;2;6,426261895;0;1;0,693147181;0;6,426261895;0;2,079441542;0;2,079441542;0;2,079441542;0;2,079441542;0;2,079441542;0;2,079441542;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Seteran Serut;Semarang Tengah;Miroto;-6,984201085;110,4184604;Kolektor Sekunder;309,93;3;0;0,693147181;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;7,528643546;0;1;0,693147181;0;7,528643546;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,693147181
Jl. Seteran Tengah;Semarang Tengah;Miroto;-6,98443216;110,4193315;Kolektor Sekunder;389,41;4;0;0;0;0;0;0;0;0;0;0;0;0;0,693147181;0;0;0;0;0;0;0;0;0;1;2;8,044395262;0;1;0,693147181;0;8,044395262;0;2,079441542;0;2,079441542;0;2,079441542;0;2,079441542;0;2,079441542;0;2,079441542;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Simpang;Semarang Tengah;Sekayu;-6,983488707;110,4118041;Kolektor Sekunder;246,21;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7,991429887;0;0;0;0;7,991429887;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Stadion Barat;Semarang Tengah;Karangkidul;-6,989518634;110,4303317;Kolektor Sekunder;304,9;14;0,693147181;1,098612289;0,693147181;0,693147181;1,098612289;1,098612289;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;1,098612289;0;0;0,693147181;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;0;2;9,052305492;2,772588722;22;16,8710984;3,279763857;9,052305492;0,000117121;0,693147181;2,772588722;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,660576691;0,693147181;0,818767782;0,693147181;0,818767782;2,772588722;0,660576691;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,660576691;2,772588722;0,660576691;2,772588722;0,818767782;2,772588722;0,818767782;9,939626599
Jl. Stadion Selatan;Semarang Tengah;Karangkidul;-6,990571068;110,4307157;Kolektor Sekunder;283,36;5,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;8,044934221;0;0;0;0;8,044934221;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Stadion Timur;Semarang Tengah;Karangkidul;-6,989707372;110,4309448;Kolektor Sekunder;261,61;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,693147181;0;0;0;0;1;2;7,646774083;0;1;0,693147181;0;7,646774083;0;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0
Jl. Stadion Utara;Semarang Tengah;Karangkidul;-6,988853329;110,4306603;Kolektor Sekunder;268,52;5,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7,991159171;0;0;0;0;7,991159171;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Suari;Semarang Tengah;Purwodinatan;-6,969636255;110,4277174;Kolektor Sekunder;265,6;10;0,693147181;1,791759469;0,693147181;0,693147181;1,098612289;1,098612289;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;1,098612289;0;0;0,693147181;1,386294361;0;0,693147181;0,693147181;0,693147181;0;0,693147181;8;2;8,577911926;2,772588722;27;18,25739277;3,765060241;8,577911926;0,000188218;0,693147181;4,852030264;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,660576691;0,693147181;0,818767782;0,693147181;0,818767782;4,852030264;0,496566548;4,852030264;0,818767782;4,852030264;0,818767782;4,852030264;0,660576691;4,852030264;0,660576691;4,852030264;0,818767782;4,852030264;0,818767782;10,63277378
Jl. Taman Seteran Baru;Semarang Tengah;Miroto;-6,984157898;110,4210947;Kolektor Sekunder;365,5;3;0;0;0;0;0;0;0;0;0;0;0;0;0,693147181;0;0;0;0;0;0;0;0;0;1;2;7,693481641;0;1;0,693147181;0;7,693481641;0;2,079441542;0;2,079441542;0;2,079441542;0;2,079441542;0;2,079441542;0;2,079441542;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Tanjung;Semarang Tengah;Sekayu;-6,975460915;110,4157081;Kolektor Sekunder;476,34;7;0,693147181;1,098612289;0,693147181;0,693147181;1,098612289;1,098612289;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;1,098612289;0;0;0,693147181;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;1;2;8,805339156;2,772588722;22;16,8710984;2,099340807;8,805339156;0,00014993;0,693147181;2,772588722;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,660576691;0,693147181;0,818767782;0,693147181;0,818767782;2,772588722;0,660576691;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,660576691;2,772588722;0,660576691;2,772588722;0,818767782;2,772588722;0,818767782;9,939626599
Jl. Wot Gandul Timur;Semarang Tengah;Gabahan;-6,980056596;110,4225508;Kolektor Sekunder;406,5;7;0,693147181;1,098612289;0,693147181;0,693147181;1,098612289;1,098612289;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;1,098612289;0;0;0,693147181;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;3;2;8,646816959;2,772588722;22;16,8710984;2,4600246;8,646816959;0,000175685;0,693147181;2,772588722;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,660576691;0,693147181;0,818767782;0,693147181;0,818767782;2,772588722;0,660576691;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,660576691;2,772588722;0,660576691;2,772588722;0,818767782;2,772588722;0,818767782;9,939626599
Jl. Wot Gandul Dalam;Semarang Tengah;Kranggan;-6,978646299;110,4250841;Kolektor Sekunder;324,5;5;0,693147181;2,397895273;0;0;0;0;0;0;0;0;0,693147181;0;0;0;0;0;0;0;0;0;0;0;12;2;8,085178748;0;12;3,784189634;3,081664099;8,085178748;0,000308071;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,784189634
Jl. Yudistira;Semarang Tengah;Pendrikan Kidul;-6,982370204;110,4086509;Kolektor Sekunder;269,71;3,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,693147181;0;0;0,693147181;2;2;7,543786986;1,386294361;2;2,772588722;0;7,543786986;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Bandarharjo;Semarang Utara;Bandarharjo;-6,9647374;110,4238967;Kolektor Sekunder;443,57;8;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0;0,693147181;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;1;2;8,867585239;2,772588722;18;15,24923797;2,254435602;8,867585239;0,000140882;0,693147181;2,772588722;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;8,317766167
